,emotion,plutchik,selection0,selection1,label
6032,"['scared', 'excited', 'none', 'happy', 'greatfull', 'proud']","['scared', 'excited', 'none', 'happy', 'greatfull', 'proud']",She was also overdue with her first child.,Mary found a pendant on the street.,0
6033,"['sad', 'upset', 'sorry', 'failure']","['sad', 'upset', 'sorry', 'failure']",She decided to start running again and enter a race.,His roommates were disappointed.,1
6034,"['none', 'excited', 'happy', 'thrilled', 'infatuated', 'ecstatic']","['none', 'excited', 'happy', 'thrilled', 'infatuated', 'ecstatic']",I wanted to do a different thing than the usual.,She said yes.,1
6035,"['none', 'grateful', 'positive', 'frustrated', 'happy', 'HAPPY']","['none', 'grateful', 'positive', 'frustrated', 'happy', 'HAPPY']",His little brother Sam wanted to help out.,Dave called a repairman immediately.,0
6036,"['motivated', 'determined', 'proud of himself', 'excited']","['motivated', 'determined', 'proud of himself', 'excited']",John got a job in construction for the Summer.,It was winter.,0
6037,"['surprised', 'frustrated', 'bold', 'skeptical', 'apprehensive', 'concerned', 'scared', 'unwilling', 'none', 'unenthusastic', 'frugal']","['surprised', 'frustrated', 'bold', 'skeptical', 'apprehensive', 'concerned', 'scared', 'unwilling', 'none', 'unenthusastic', 'frugal']","When her mom needed a call, she tried to take it away.",Her husband and two children had concerns about the idea.,1
6038,"['determined', 'anticipation']","['determined', 'anticipation']",It clipped something on the coffee table.,Jasper found a recipe and practiced it many times.,1
6039,"['joy', 'proud', 'loving', 'needy', 'excited', 'happy', 'thankful', 'touched', 'estatic', 'Surprised', 'Happy', 'Loved', 'new born']","['joy', 'proud', 'loving', 'needy', 'excited', 'happy', 'thankful', 'touched', 'estatic', 'Surprised', 'Happy', 'Loved', 'new born']",I gave their baby a gift and introduced myself as her uncle.,My pastor brought a bowl of soup to me.,0
6040,"['none', 'sad', 'insecure']","['none', 'sad', 'insecure']",Martha was very insecure with herself,The bunny was very lonely.,0
6041,"['Cautious', 'USEFUL', 'empowered']","['Cautious', 'USEFUL', 'empowered']",It turned out to be his roommate taking all his pickle juice.,So they called an exterminator and he came out to take a look.,1
6042,"['Shame', 'Embarrasment', 'ashamed']","['Shame', 'Embarrasment', 'ashamed']","She kept looking around, hoping no one would see her hopping.","When the rain stopped, she finished her walk in the park.",0
6043,"['distraught', 'sad', 'dissappointed', 'perplexed', 'disappointed']","['distraught', 'sad', 'dissappointed', 'perplexed', 'disappointed']","A few seconds later, I threw up on the table.","Unfortunately, she didn't pass.",1
6044,"['none', 'loving', 'happy', 'grateful', 'loved', 'very happy']","['none', 'loving', 'happy', 'grateful', 'loved', 'very happy']",One day a room was destroyed and the wall needed to be repainted.,Carlin was enjoying the day after Thanksgiving with her family.,1
6045,"['romantic', 'ebullent', 'none']","['romantic', 'ebullent', 'none']",She made a meal for a date.,Jill was expecting a baby.,0
6046,"['excited', 'mischevious', 'annoyed', 'irritated', 'clever']","['excited', 'mischevious', 'annoyed', 'irritated', 'clever']",There was a storm over Bill's house.,While Eric was trying to sleep his neighbor was throwing a party.,1
6047,['none'],['none'],He would throw the ball up and hit it.,Ian had a crush on Kayla.,0
6048,"['satisfied', 'at ease', 'optimistic', 'hungry', 'Calm', 'resourceful', 'concentrated']","['satisfied', 'at ease', 'optimistic', 'hungry', 'Calm', 'resourceful', 'concentrated']","Meanwhile, I do yoga instead.",It was a neighborhood competition for best decorated house.,0
6049,"['accomplished', 'competent', 'protective']","['accomplished', 'competent', 'protective']","Mary needed the car to go to school, but the car was not available.",When he was finished he tried to save his great work.,1
6050,"['angry', 'impatient', 'annoyed', 'none']","['angry', 'impatient', 'annoyed', 'none']",Vera's husband still is not hooking up the dryer.,"Eventually, he found it in the washer.",0
6051,['none'],['none'],Dina was a great cook.,Someone had left a pair of binoculars on the park's bench.,0
6052,"['happy', 'none']","['happy', 'none']",The owner was glad it wasn't something more serious.,We had not talked in over thirty days.,0
6053,"['anticipation', 'excited', 'happy', 'secure', 'none']","['anticipation', 'excited', 'happy', 'secure', 'none']",I made provisions for a recently born nephew.,They both had never been to an actual play before.,0
6054,"['eager', 'happy', 'relief']","['eager', 'happy', 'relief']",He let his employees get away with anything.,Finally the agreed on something.,1
6055,"['flattered', 'wanted', 'allured', 'friendly', 'flirty', 'confident', 'desire']","['flattered', 'wanted', 'allured', 'friendly', 'flirty', 'confident', 'desire']",Tili wanted to escape from prison.,Without thinking Kate touched the tattoo and caught his attention.,1
6056,"['none', 'worried', 'Mad', 'disgusting', 'sad', 'anger']","['none', 'worried', 'Mad', 'disgusting', 'sad', 'anger']",After taking a fresh air break he finished pulling the rug.,Tom's car was stuck in the mud.,1
6057,['none'],['none'],I decided to fly home for the holidays.,Dan tuned in to the show when it played that night.,0
6058,"['hopeful', 'nervous', 'excited']","['hopeful', 'nervous', 'excited']",Kenneth got very angry and stormed away.,Ted was just starting out college.,1
6059,"['regret', 'atonement', 'surprise', 'sympathetic', 'none', 'trust', 'proud', 'appreciative']","['regret', 'atonement', 'surprise', 'sympathetic', 'none', 'trust', 'proud', 'appreciative']","I declined, but was so touched and still babysat her baby.",Greg was humbled as he realized that winning was not guaranteed.,0
6060,"['none', 'determined', 'dedicated']","['none', 'determined', 'dedicated']",But Carl didn't see any books that he liked.,Now he was determined not to give up until he could speak very well.,1
6061,"['adventurous', 'in love']","['adventurous', 'in love']",The couple went all around the park.,When I tried to grab a glass in the soapy water it slipped.,0
6062,"['happy', 'content', 'none']","['happy', 'content', 'none']",She really wanted to get well.,These days I consider necklace-making just a hobby.,1
6063,"['pressured', 'hopeful', 'tough']","['pressured', 'hopeful', 'tough']",Jake had wanted to climb the tower for a long time.,Her parents said that she needed to pass her English test first.,1
6064,"['irritated', 'frutrated', 'frustrated', 'none']","['irritated', 'frutrated', 'frustrated', 'none']",Gina kindly reminded her brother to cut the grass.,Tricia was annoyed.,1
6065,"['hopeful that he will get more customers.', 'fearful', 'sad', 'none']","['hopeful that he will get more customers.', 'fearful', 'sad', 'none']",Kate buckled her chair.,He decided to advertise his business in the local paper.,1
6066,"['none', 'disappointed', 'frustrated', 'dumb', 'dissatisfied']","['none', 'disappointed', 'frustrated', 'dumb', 'dissatisfied']",He takes out a small business loan and finds a open retail space.,She burned the dogs and had to cook them again.,1
6067,"['angry', 'distraught', 'surprised']","['angry', 'distraught', 'surprised']",Kelsey was on a trip with her boyfriend.,When he called they told him it was overdraft fees.,1
6068,['none'],['none'],"His friends began to call him names, but Jerome felt better.",They wanted to make burgers and swim.,1
6069,"['worried', 'doubtful']","['worried', 'doubtful']",They both had never been to an actual play before.,She talked to her fiance about their decision.,1
6070,"['none', 'rushed', 'ashamed', 'afraid', 'exhausted']","['none', 'rushed', 'ashamed', 'afraid', 'exhausted']","Instead, they bought him a smaller, cheaper tablet.",The teacher handed the class their exams to take.,1
6071,"['Lisa decided she would sew her own dress.', 'thrifty', 'creative', 'happiness']","['Lisa decided she would sew her own dress.', 'thrifty', 'creative', 'happiness']",Lisa decided she would sew her own dress.,Gina tried to access the internet.,0
6072,"['satisfied.', 'Happy', 'proud', 'happy', 'eager']","['satisfied.', 'Happy', 'proud', 'happy', 'eager']",I diligently read all 20 books to my child.,It had all come down to this.,0
6073,"['none', 'nervous', 'scared', 'fear']","['none', 'nervous', 'scared', 'fear']",Thankfully his team felt the same.,Alex and his son Cole walked to the theater to watch a movie.,0
6074,"['lazy', 'unproductive', 'none', 'annoyed', 'impatient']","['lazy', 'unproductive', 'none', 'annoyed', 'impatient']","Dan's crops were saved, and they flourished!",Sally couldn't understand what was taking so long.,1
6075,"['embarrassed', 'late', 'nervous', 'DISAPPOINTED', 'disappointed', 'strange']","['embarrassed', 'late', 'nervous', 'DISAPPOINTED', 'disappointed', 'strange']",Even then he still waited until really late to call.,She was so happy when she bought her new car.,0
6076,['none'],['none'],I lived in Texas.,She died without talking to her daughter.,0
6077,"['considerate', 'overwhelmed', 'happy', 'clingy', 'hurried']","['considerate', 'overwhelmed', 'happy', 'clingy', 'hurried']","With a burp, he stumbled off the track and passed out in a ditch.",The kids also needed to be carted around.,1
6078,"['none', 'excited', 'happy', 'anxious']","['none', 'excited', 'happy', 'anxious']",Lola wanted to impress her wedding attendees.,Tom scheduled a weekend at a beach hotel.,0
6079,"['none', 'hopeful', 'happy', 'calm']","['none', 'hopeful', 'happy', 'calm']",The pain grew excruciating.,Mary brought her little boy to play with Sue's kid.,1
6080,"['scared', 'apprehensive', 'nervous']","['scared', 'apprehensive', 'nervous']",She was so nervous!,He bought a small one for about forty dollars.,0
6081,['relaxed'],['relaxed'],Abe was walking on the beach.,I ate it but realized afterwards that it was moldy so I fell sick.,0
6082,"['none', 'frightened']","['none', 'frightened']","Taking his time, he headed in the direction of the sound.",He was laying in bed but he was too scared to sleep.,1
6083,"['regretful', 'cold', 'annoyed']","['regretful', 'cold', 'annoyed']",It was raining and she only had sandals on.,Luke has a math test tomorrow.,0
6084,"['anxious', 'confuse', 'defiant', 'dissatisfied', 'disgust', 'frustrated', 'confused', 'rejected']","['anxious', 'confuse', 'defiant', 'dissatisfied', 'disgust', 'frustrated', 'confused', 'rejected']","Without self esteem, I didn't know how to do that.",He asked the reason why.,1
6085,"['none', 'hopeful', 'worried', 'flustered']","['none', 'hopeful', 'worried', 'flustered']",I asked them if they had any old clothes to spare.,He had a friend call his phone in an attempt of finding it.,1
6086,"['impressed', 'hungry']","['impressed', 'hungry']",Kelly thought she was being a bad friend.,The glaze on the chicken filled the whole house with smells.,1
6087,"['none', 'annoyed', 'worried', 'tired and exhausted']","['none', 'annoyed', 'worried', 'tired and exhausted']",Her mother stayed for the first 30 minutes.,It was especially hard because of the freezing cold.,1
6088,"['animated', 'excited', 'joyful', 'none']","['animated', 'excited', 'joyful', 'none']",I cannot wait for the wedding next year.,Shawn falls in love with the dog at the store.,0
6089,"['Startled', 'alarmed']","['Startled', 'alarmed']","When he woke, he saw that it had fallen onto the rug.",I decided to just give up.,0
6090,"['awkward', 'dumb', 'confused', 'none']","['awkward', 'dumb', 'confused', 'none']",She had to call her mom.,Finally she beat the game.,0
6091,"['none', 'confused', 'happy', 'anxious']","['none', 'confused', 'happy', 'anxious']",Tyler told them he ate a peanut butter cracker.,He mailed it to North Pole.,0
6092,"['none', 'excited', 'eager']","['none', 'excited', 'eager']",Bart wanted to play hide and seek with his sister.,He did not like it.,0
6093,['none'],['none'],The entrees arrived only minutes after the appetizers.,Patty had a big window in her bedroom.,1
6094,"['proud', 'Suprised', 'excited', 'surprised', 'lucky', 'shocked', 'curious', 'obligated', 'famous']","['proud', 'Suprised', 'excited', 'surprised', 'lucky', 'shocked', 'curious', 'obligated', 'famous']","One was a very huge rock star, and we went to see him once.",Max made a mixtape for his girlfriend.,0
6095,"['good', 'satisfied', 'Happy', 'full']","['good', 'satisfied', 'Happy', 'full']",Tom met a girl he really liked.,After the kitten eats his fish he returns home.,1
6096,"['overburdened', 'overwhelmed', 'sad', 'expectant', 'not enough info', 'none']","['overburdened', 'overwhelmed', 'sad', 'expectant', 'not enough info', 'none']",Rachel was making breakfast.,One day our teacher gave us assignment to be submitted the next day.,1
6097,['none'],['none'],A teacher asked her class what their favorite animal was.,"Before she could try again, the dog had already eaten it.",0
6098,"['worried', 'terrible', 'yucky', 'none']","['worried', 'terrible', 'yucky', 'none']","One day, Tom drove the car to run an errand.",I was so sick that I had to go see a doctor.,1
