,emotion,plutchik,selection0,selection1,label
7095,"['happy', 'happy and pleased', 'relaxed', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",John had an exciting day playing golf.,"However, he allowed Harry to enter the roller coaster.",0
7096,"['upset', 'sad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 3, 'disgust': 0, 'anger': 1, 'anticipation': 0}",Much of it was unsavory and hurt his business.,"He decided that since he had free time, he would get a job.",0
7097,"['none', 'responsible', 'happy']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Ava made chocolate shakes for her kids on a hot summer day.,Now he was filthy.,0
7098,"['frustrated', 'determined', 'resolved', 'head strong']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 2}",Then she couldn't swing any more.,He went straight to the dealership in a tow truck.,1
7099,"['none', 'Annoyed', 'sad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}","After 18 years, Anna had become lactose intolerant!",Tom made a big scene out of quitting.,0
7100,"['Happy', 'anticipation', 'hopeful', 'intruiged', 'excited', 'curious']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","On the day of the speech, Ken forgot many lines.","Many used items, including clothing and food, were up for sale.",1
7101,"['repentant', 'guilty', 'sneaky', 'naughty', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 2, 'anger': 0, 'anticipation': 1}",He decided he would call a moving company in the morning.,He knew then that he had to stop stealing and do right.,1
7102,"['frustrated', 'sorry', 'accomplished', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I am regretting doing this on my own.,"At about 1:30 this morning, I felt him get out of bed.",0
7103,"['relived', 'annoyed', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}",The neighbors moved out.,There were so many customers that everyone knew it was a success.,0
7104,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Jordan was reading her school newspaper.,Then out of nowhere a snake struck at him!,0
7105,"['none', 'interested', 'excited', 'joy']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Ronnie's car was fixed!,Mark thought going to Ireland would be cool.,1
7106,"['carefree', 'sick', 'hung over', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Tom moved into a house that was very old.,Brian passed out after a long night of drinking.,1
7107,"['Determined', 'accomplished', 'excited']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I was very bored on a rainy day.,She had just graduated college.,1
7108,"['mad', 'angry', 'annoyed', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 2, 'anger': 2, 'anticipation': 0}",I went to buy a new one.,And some of the salsa fell on her lap.,0
7109,"['frustrated', 'curious', 'contemplative', 'perplexed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",He took the exam and ended up getting an A on the test.,She listened to all of her many CDs trying to find the song.,1
7110,"['relaxed', 'happy', 'none']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Dale is at his favorite bar having drinks,The computer came preloaded with Linux operation system.,0
7111,"['none', 'relieved', 'upset']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He was able to walk to a house and call a tow truck.,Sue read the story out loud to her boyfriend.,0
7112,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I colored my hair yesterday.,She goes to sleep later that night.,0
7113,"['none', 'despairing', 'overwhelmed', 'unhappy']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Stevens decided to practice every day.,Her siblings began walking in the house.,1
7114,"['happy', 'pride', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She was pleased to see the empty field turned into a park.,Everyone thought it was cool.,0
7115,"['disgusted', 'tired', 'drained', 'soaked', 'fatigued']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 1}","Sales were very poor, so the store manager decided to move everything.",I wiped my hands with a towel.,1
7116,"['satisfied', 'excited', 'proud', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She ended up with five bluegill!,She was having a good time and feeling relaxed.,0
7117,"['happy', 'thrilled', 'pumped']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","I took my first two years of classes, and came to a realization.",He painted his face and drank some beer.,1
7118,"['alarmed', 'fear', 'disgusting', 'angry', 'ridiculous']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 1, 'sadness': 1, 'disgust': 2, 'anger': 1, 'anticipation': 2}",He eats a handful of peanuts.,"Driving back into the driveway, he hit the mailbox.",1
7119,"['none', 'Curious', 'Excited', 'Defiant', 'joy']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He beats off the attackers.,So he decided to watch it.,1
7120,"['intrigued', 'resourceful', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I researched her background to see where she stands on the issues.,Jill won the coin toss.,0
7121,"['worried', 'nervous', 'none', 'afraid', 'fear', 'determined']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He let her pick the music.,But my friend left his homework at home.,1
7122,"['useful', 'unmoved', 'no emotion', 'interested', 'pleased', 'calm', 'helpful', 'important', 'proud', 'happy', 'excited', 'anticipatory', 'anticipation']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",One student collected all of the votes.,Mason enters a raffle the group made for a free ticket to go.,0
7123,"['none', 'friendly', 'happy', 'content', 'positive']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",All of her friends went to classes with her.,It was with my first boyfriend.,0
7124,"['happy', 'proud', 'successful', 'confident']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",His friends called him chicken.,"The competition was fierce, but ultimately both magazines succeeded.",1
7125,"['agitated', 'upset', 'angry', 'crazy']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 3, 'anticipation': 1}",Carlos began to lose his mind.,So they entered and then practiced every day and night.,0
7126,"['satisfied', 'relieved.', 'secure']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She no longer has problems with locking her key in her car.,Worst it was a Black Widow!,0
7127,"['strong', 'useful', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Liz was a vegetarian because she liked all animals with faces.,I opened the large door with my shoulder.,1
7128,"['Excited', 'Confident', 'excited']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Sally just got a brand new car.,I started to yell since the food was almost finished.,0
7129,"['none', 'rebellious', 'proud', 'Important']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She goes to rallies about women's rights.,Their turn finally came.,0
7130,"['eager', 'proud', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Tom was really sad about it.,I took Diana out to dinner.,1
7131,"['curious', 'nostalgic', 'joy']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Dad said I'll like it more when I get older.,Amber was mad because she hates their food.,0
7132,"['happy', 'sad', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Conan loved his new job and show.,They hugged him and promised to keep in touch with him always.,1
7133,"['Excited', 'surprised', 'happy', 'none', 'very pleased', 'loved']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","I never suspected a thing, but it was a great evening.",A young couple went on a walk together at dusk.,0
7134,"['disgusting', 'sad', 'hopeful', 'determined']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 1}","His throat was starting to swell, and alarmed, he called 911.",So she went online to find cheap ones.,1
7135,"['none', 'disappointed', 'irritated', 'upset']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}","Today, three days later, she found mold on the bread.",Unfortunately it was 80 dollars.,0
7136,"['none', 'anxious', 'nervous', 'uncertain']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",His mother warmed him that he would eventually have cavities.,Allie agreed but was hesitant.,1
7137,"['fulfilled', 'positive', 'pleased', 'Happy', 'happy', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Everyone had a wonderful time.,I did this every week with my allowance.,0
7138,"['delighted', 'eager', 'excited']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",The woman tried to get the daughter to talk to her before she died.,She couldn't wait to test it out!,1
7139,"['none', 'anticipation', 'happy', 'positive']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Joe laid out many snacks and had his nice TV out for everyone.,The band sounds much better.,0
7140,"['nostalgic', 'interested', 'curious', 'happy']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",One day he had a hankering to play the old classic Nintendo.,He opened it to see if he had the right book.,0
7141,"['sad', 'positive', 'sick', 'ill']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Kija didn't know, but she's allergic to soy.",When I jumped in it was freezing.,0
7142,"['Relief', 'relieved', 'cocky', 'confident', 'exhonerated']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Dan told Mario he wasn't his rival.,Chris had been wanting to change jobs for months.,0
7143,"['excited', 'happy', 'relieved', 'none']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He did this for 10 years.,"After several hours, she arrived at the station.",1
7144,"['excited', 'happy', 'satisfied', 'SATISFACTION', 'GRATIFIED', 'DELIGHT']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",The daughter got mad.,They would watch all The Hunger Games movies back to back.,1
7145,"['amused', 'curious', 'embarrass', 'like singing', 'from heart']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",My mother bought my son 20 books.,Eventually Tom hummed it to a few friends.,1
7146,"['happy', 'curious', 'excited', 'eager', 'none', 'exhausted']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",They carried the box all the way to Tim's house.,Remy reluctantly ate the chocolate cake.,0
7147,"['relieved', 'competent', 'grateful']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She did very well and was offered a position.,His mother put him on time out for an hour.,0
7148,"['none', 'worried', 'satisfied']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Ryan wasn't sure his father would be able to help him but he was able.,"He's way out in the country, and coyotes come around.",1
7149,"['sad', 'terrified', 'anxious', 'worried']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 2}",The pain grew excruciating.,She would draw everyday after school.,0
7150,"['upset', 'disappointed', 'unimportant', 'inferior', 'confused']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Mike was walking with his phone in his hand.,His children often felt upset about it.,1
7151,"['proud', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",One day I decided I wanted to become a professional baseball player.,This all paid off.,1
7152,"['scared', 'out of sorts', 'frustrated', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 0}",During the last Christmas time we had family portraits done.,"When he went to work, he had to skip the meeting.",1
7153,"['thrilled', 'guilty', 'merry', 'upset', 'ANGRY', 'MAD', 'IRRITATED', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",This angered his mother who had to chase after the ball.,Jane thought it looked too cute to move.,0
7154,"['smart', 'competent', 'intelligent', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He made the varsity squad.,"She would go to the local college for two years, then go out of state.",1
7155,"['none', 'disgusted', 'guilty', 'embarrassed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 2, 'anger': 1, 'anticipation': 1}",The doctor said I have celiac disease and had to give up beer.,So she excused herself to the bathroom and never came back.,1
7156,"['flattered', 'nervous', 'admired', 'uneasy', 'romantic']","{'joy': 2, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Henry hiked up the local hill.,Finally Doug decides to ask out a nice girl from his yoga class.,1
7157,"['brave', 'confident', 'confidence', 'satisfaction', 'pride', 'accomplished', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She felt much less vulnerable after attaining her black belt.,"Meagan admitted the spaghetti was great, and tasted like their mom's.",0
7158,"['reminiscent', 'delighted', 'ecstatic', 'happy', 'friendly']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He had to now throw his old cards away.,When I was young I went to a slumber party at my friend Tim's house.,1
7159,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The old man lived across the street.,They couldn't decide on what to choose.,0
7160,"['happy', 'confident', 'proud', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","He was proud, but hard working always pushing himself.",Sarah wanted to do something fun.,0
7161,"['sad', 'defeated', 'frustrated', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 1}",She was frustrated and wanted to quit.,Her mommy couldn't figure out why she was so upset all day.,0
7162,"['rushed', 'hurried', 'Tensed', 'anxious']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 2, 'anger': 1, 'anticipation': 1}",He decides to go for a swim at the lake nearby his house.,On his way to work there was a lot of traffic.,1
7163,"['excited', 'excitement']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",She wanted to customize it.,She books a train to Barcelona instead.,0
7164,"['confused', 'dissapointed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}","When he went to check on it, it was not lit.",He was miserable and bored.,0
7165,"['happy', 'content', 'pleased']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The dog freaked out and began barking at Mark.,"When she tried it, it was good.",1
