,sentence,label
17490,She ended up divorcing her husband.,0
17491,I was trying to find a place to park downtown.,0
17492,I was trying to find a place to park downtown.,0
17493,I was trying to find a place to park downtown.,0
17494,Everything was taken except for one spot.,2
17495,Everything was taken except for one spot.,0
17496,Everything was taken except for one spot.,2
17497,I was terrible at parallel parking but gave it a try.,2
17498,I was terrible at parallel parking but gave it a try.,0
17499,I was terrible at parallel parking but gave it a try.,0
17500,Surprisingly enough I did a good job.,2
17501,Surprisingly enough I did a good job.,2
17502,Now I'm more confident about it and do it more often.,3
17503,Now I'm more confident about it and do it more often.,3
17504,Now I'm more confident about it and do it more often.,3
17505,Tyler is starting school at a nearby university today.,2
17506,Tyler is starting school at a nearby university today.,2
17507,Tyler is starting school at a nearby university today.,2
17508,He decides that he should pack a lunch for his first day.,3
17509,He decides that he should pack a lunch for his first day.,0
17510,Tyler makes himself a peanut butter and jelly sandwich.,2
17511,Tyler makes himself a peanut butter and jelly sandwich.,3
17512,Tyler makes himself a peanut butter and jelly sandwich.,0
17513,He eats it between classes at school.,2
17514,He eats it between classes at school.,2
17515,He eats it between classes at school.,0
17516,He is happy that he had something to get him through the first day.,3
17517,He is happy that he had something to get him through the first day.,3
17518,He is happy that he had something to get him through the first day.,3
17519,"After it was over, I felt sad and contrite.",0
17520,"After it was over, I felt sad and contrite.",0
17521,"I tried to apologize, but it wasn't accepted.",0
17522,"I tried to apologize, but it wasn't accepted.",0
17523,He was very angry with me.,0
17524,He was very angry with me.,0
17525,He was very angry with me.,0
17526,I didn't know what else I could do.,0
17527,I didn't know what else I could do.,0
17528,I remained quiet for the rest of the day.,0
17529,I remained quiet for the rest of the day.,0
17530,My wife had to work all day.,0
17531,My wife had to work all day.,0
17532,My wife had to work all day.,0
17533,My wife had to work all day.,0
17534,My wife had to work all day.,0
17535,My wife had to work all day.,0
17536,Kaitlyn had ordered a new cell phone.,3
17537,Kaitlyn had ordered a new cell phone.,3
17538,Kaitlyn had ordered a new cell phone.,2
17539,The package arrived one day.,3
17540,The package arrived one day.,3
17541,The package arrived one day.,3
17542,"She opened it up, excited to check out her new phone.",3
17543,"She opened it up, excited to check out her new phone.",2
17544,"She opened it up, excited to check out her new phone.",3
17545,"For some reason, the phone would not turn on.",0
17546,"For some reason, the phone would not turn on.",0
17547,"For some reason, the phone would not turn on.",0
17548,She had to send it back and get a replacement.,0
17549,She had to send it back and get a replacement.,0
17550,She had to send it back and get a replacement.,0
17551,Tom was giving a presentation at work.,0
17552,He started coughing uncontrollably.,0
17553,He started coughing uncontrollably.,0
17554,Tom tried drinking water and clearing his throat.,0
17555,Tom tried drinking water and clearing his throat.,0
17556,Unfortunately it didn't help.,0
17557,Unfortunately it didn't help.,0
17558,Tom had to cancel the presentation.,0
17559,Tom had to cancel the presentation.,0
17560,Tom had to cancel the presentation.,0
17561,"Nita was a picky eater, but her mom found a way around it.",3
17562,"Nita was a picky eater, but her mom found a way around it.",2
17563,Every day she made one strange dish.,3
17564,Every day she made one strange dish.,2
17565,Every day she made one strange dish.,2
17566,She urged Nita to try it - just one bite.,3
17567,She urged Nita to try it - just one bite.,0
17568,She urged Nita to try it - just one bite.,2
17569,She urged Nita to try it - just one bite.,0
17570,She urged Nita to try it - just one bite.,3
17571,Then Nita could decide if she liked it or not.,0
17572,Then Nita could decide if she liked it or not.,2
17573,Then Nita could decide if she liked it or not.,2
17574,Then Nita could decide if she liked it or not.,0
17575,The try-it method got Nita eating many strange foods!,2
17576,The try-it method got Nita eating many strange foods!,0
17577,The try-it method got Nita eating many strange foods!,3
17578,He started his classes well.,0
17579,He started his classes well.,2
17580,He started his classes well.,3
17581,He made straight A's.,3
17582,He made straight A's.,3
17583,He made straight A's.,3
17584,He won an award.,2
17585,He won an award.,3
17586,He won an award.,2
17587,He got hired for a job.,3
17588,He got hired for a job.,3
17589,Georgina Watson wanted to be an equestrian.,0
17590,Georgina Watson wanted to be an equestrian.,3
17591,Georgina Watson wanted to be an equestrian.,3
17592,"Yet, her father would not let her.",0
17593,"Yet, her father would not let her.",0
17594,"Yet, her father would not let her.",0
17595,"She cried, pleaded, and screamed at him.",0
17596,"She cried, pleaded, and screamed at him.",0
17597,"She cried, pleaded, and screamed at him.",0
17598,"She cried, pleaded, and screamed at him.",0
17599,"She cried, pleaded, and screamed at him.",0
17600,"She cried, pleaded, and screamed at him.",0
17601,But he would not budge.,0
17602,But he would not budge.,0
17603,But he would not budge.,0
17604,But he would not budge.,0
17605,But he would not budge.,0
17606,But he would not budge.,0
17607,"Georgina then got into motorcycles, to her father's dismay.",2
17608,"Georgina then got into motorcycles, to her father's dismay.",2
17609,"Georgina then got into motorcycles, to her father's dismay.",3
17610,"Georgina then got into motorcycles, to her father's dismay.",0
17611,"Georgina then got into motorcycles, to her father's dismay.",0
17612,"Georgina then got into motorcycles, to her father's dismay.",0
17613,Jen went to the grocery store one afternoon.,0
17614,The store was very busy and crowded.,0
17615,The store was very busy and crowded.,0
17616,"Jen had a panic attack, and had to leave the store.",0
17617,"Jen had a panic attack, and had to leave the store.",0
17618,"Jen had a panic attack, and had to leave the store.",0
17619,"She tried medication for her panic attacks, but they didn't help.",0
17620,"She tried medication for her panic attacks, but they didn't help.",0
17621,"She tried medication for her panic attacks, but they didn't help.",0
17622,Jen had to grocery shop late at night when the store wasn't busy.,2
17623,Jen had to grocery shop late at night when the store wasn't busy.,0
17624,"Dubby was the drummer in a band, and I always went to the practices.",3
17625,"Dubby was the drummer in a band, and I always went to the practices.",2
17626,"Dubby was the drummer in a band, and I always went to the practices.",2
17627,"One day, I drove him home from school when his car broke down.",2
17628,"One day, I drove him home from school when his car broke down.",3
17629,"One day, I drove him home from school when his car broke down.",2
17630,"He leaned in and kissed me, like it was nothing.",2
17631,"He leaned in and kissed me, like it was nothing.",3
17632,"He leaned in and kissed me, like it was nothing.",3
17633,"He leaned in and kissed me, like it was nothing.",3
17634,"He leaned in and kissed me, like it was nothing.",2
17635,"He leaned in and kissed me, like it was nothing.",3
17636,"I was surprised, but I kissed him back.",3
17637,"I was surprised, but I kissed him back.",3
17638,"I was surprised, but I kissed him back.",2
17639,"I was surprised, but I kissed him back.",3
17640,"I was surprised, but I kissed him back.",3
17641,Jenny is four years and two weeks old.,3
17642,Jenny is four years and two weeks old.,3
17643,She started a swimming class for four year olds last week.,3
17644,She was better at swimming than the other children.,2
17645,Her teacher promoted her to the next class up.,2
17646,Her teacher promoted her to the next class up.,2
17647,Her teacher promoted her to the next class up.,3
17648,Her teacher promoted her to the next class up.,3
17649,Her teacher promoted her to the next class up.,3
17650,Her teacher promoted her to the next class up.,2
17651,Her teacher promoted her to the next class up.,0
17652,Her teacher promoted her to the next class up.,2
